,REF_DATE,GEO,National Occupational Classification (NOC),Statistics,VALUE
14599,2015,"Canada, 35 to 44 years",All occupations,Median gender pay ratio in annual employment income,0.67
14600,2015,"Canada, 35 to 44 years",All occupations,"Average wages, salaries and commissions, both sexes",60800.0
14601,2015,"Canada, 35 to 44 years",All occupations,"Average wages, salaries and commissions, females",49300.0
14602,2015,"Canada, 35 to 44 years",All occupations,"Average wages, salaries and commissions, males",71400.0
14603,2015,"Canada, 35 to 44 years",All occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.69
14604,2015,"Canada, 35 to 44 years",All occupations,"Median wages, salaries and commissions, both sexes",52200.0
14605,2015,"Canada, 35 to 44 years",All occupations,"Median wages, salaries and commissions, females",43200.0
14606,2015,"Canada, 35 to 44 years",All occupations,"Median wages, salaries and commissions, males",62500.0
14607,2015,"Canada, 35 to 44 years",All occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.69
14608,2015,"Canada, 35 to 44 years",Management occupations,"Average employment income, both sexes",82800.0
14609,2015,"Canada, 35 to 44 years",Management occupations,"Average employment income, females",68600.0
14610,2015,"Canada, 35 to 44 years",Management occupations,"Average employment income, males",90000.0
14611,2015,"Canada, 35 to 44 years",Management occupations,Average gender pay ratio in annual employment income,0.76
14612,2015,"Canada, 35 to 44 years",Management occupations,"Median employment income, both sexes",71900.0
14613,2015,"Canada, 35 to 44 years",Management occupations,"Median employment income, females",53900.0
14614,2015,"Canada, 35 to 44 years",Management occupations,"Median employment income, males",78400.0
14615,2015,"Canada, 35 to 44 years",Management occupations,Median gender pay ratio in annual employment income,0.69
14616,2015,"Canada, 35 to 44 years",Management occupations,"Average wages, salaries and commissions, both sexes",90400.0
14617,2015,"Canada, 35 to 44 years",Management occupations,"Average wages, salaries and commissions, females",74000.0
14618,2015,"Canada, 35 to 44 years",Management occupations,"Average wages, salaries and commissions, males",99100.0
14619,2015,"Canada, 35 to 44 years",Management occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.75
14620,2015,"Canada, 35 to 44 years",Management occupations,"Median wages, salaries and commissions, both sexes",78600.0
14621,2015,"Canada, 35 to 44 years",Management occupations,"Median wages, salaries and commissions, females",60100.0
14622,2015,"Canada, 35 to 44 years",Management occupations,"Median wages, salaries and commissions, males",87300.0
14623,2015,"Canada, 35 to 44 years",Management occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.69
14624,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Average employment income, both sexes",58000.0
14625,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Average employment income, females",53000.0
14626,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Average employment income, males",69100.0
14627,2015,"Canada, 35 to 44 years","Business, finance and administration occupations",Average gender pay ratio in annual employment income,0.77
14628,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Median employment income, both sexes",50600.0
14629,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Median employment income, females",48100.0
14630,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Median employment income, males",58500.0
14631,2015,"Canada, 35 to 44 years","Business, finance and administration occupations",Median gender pay ratio in annual employment income,0.82
14632,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Average wages, salaries and commissions, both sexes",58800.0
14633,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Average wages, salaries and commissions, females",53500.0
14634,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Average wages, salaries and commissions, males",70400.0
14635,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Average gender pay ratio in annual wages, salaries and commissions",0.76
14636,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Median wages, salaries and commissions, both sexes",52500.0
14637,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Median wages, salaries and commissions, females",48400.0
14638,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Median wages, salaries and commissions, males",60400.0
14639,2015,"Canada, 35 to 44 years","Business, finance and administration occupations","Median gender pay ratio in annual wages, salaries and commissions",0.8
14640,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Average employment income, both sexes",82200.0
14641,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Average employment income, females",70600.0
14642,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Average employment income, males",85500.0
14643,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,Average gender pay ratio in annual employment income,0.83
14644,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Median employment income, both sexes",79800.0
14645,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Median employment income, females",65800.0
14646,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Median employment income, males",82900.0
14647,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,Median gender pay ratio in annual employment income,0.79
14648,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, both sexes",82700.0
14649,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, females",71800.0
14650,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, males",85700.0
14651,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.84
14652,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, both sexes",80100.0
14653,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, females",68200.0
14654,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, males",82900.0
14655,2015,"Canada, 35 to 44 years",Natural and applied sciences and related occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.82
14656,2015,"Canada, 35 to 44 years",Health occupations,"Average employment income, both sexes",62600.0
14657,2015,"Canada, 35 to 44 years",Health occupations,"Average employment income, females",52900.0
14658,2015,"Canada, 35 to 44 years",Health occupations,"Average employment income, males",116500.0
14659,2015,"Canada, 35 to 44 years",Health occupations,Average gender pay ratio in annual employment income,0.45
14660,2015,"Canada, 35 to 44 years",Health occupations,"Median employment income, both sexes",52000.0
14661,2015,"Canada, 35 to 44 years",Health occupations,"Median employment income, females",47600.0
14662,2015,"Canada, 35 to 44 years",Health occupations,"Median employment income, males",80700.0
14663,2015,"Canada, 35 to 44 years",Health occupations,Median gender pay ratio in annual employment income,0.59
14664,2015,"Canada, 35 to 44 years",Health occupations,"Average wages, salaries and commissions, both sexes",56200.0
14665,2015,"Canada, 35 to 44 years",Health occupations,"Average wages, salaries and commissions, females",51700.0
14666,2015,"Canada, 35 to 44 years",Health occupations,"Average wages, salaries and commissions, males",81900.0
14667,2015,"Canada, 35 to 44 years",Health occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.63
